"Geschäftsnummer","Bewilligungsdatum","Endverbraucherland","AG (GKV)","MTCR (GKV)","NSGI (GKV)","NSGII (GKV)","WA (GKV)","ML (GKV)","Anhang 5.1","Anhang 5.2","Anhang 5.3","ChKV","Wert"
12099,03/15/2012,"Brasilien",,,,"2B201a",,,,,,,152807
12100,03/15/2012,"Hong Kong",,,,,"3A001a2c",,,,,,230000
12101,03/15/2012,"Brasilien",,,,"2B201a",,,,,,,152807
12102,03/15/2012,"Brasilien",,,,"2B201a","2B001b2",,,,,,228182
12103,03/15/2012,"Brasilien",,,,"2B201a1","2B001b2",,,,,,228182
12104,03/15/2012,"Brasilien",,,,"2B201a1","2B001b2",,,,,,206445
12105,03/15/2012,"Frankreich",,,,,,,5.1,,,,600
12106,03/16/2012,"Thailand",,,,"2B201a1","2B001b2",,,,,,348409
12107,03/16/2012,"China",,,,"2B201b1",,,,,,,452800
12108,03/16/2012,"China",,,,"2B201b1",,,,,,,452800
12109,03/16/2012,"China",,,,"2B201b1",,,,,,,452800
12110,03/16/2012,"China",,,,"2B201b1",,,,,,,452800
12111,03/16/2012,"Indien",,,,,,,5.1,,,,6486
12112,03/19/2012,"Brasilien",,,,,"6A005a6b2",,,,,,169371
12113,03/19/2012,"Brasilien",,,,"2B201a","2B001b2",,,,,,431770
12114,03/19/2012,"Kuwait",,,,,,,5.1,,,,1417
12114,03/19/2012,"Kuwait",,,,,,,5.1,,,,4175
12115,03/19/2012,"Indien","2B352b",,,,,,,,,,2098300
12116,03/19/2012,"Indien",,,,,"2B001a",,,,,,168000
12117,03/20/2012,"Serbien",,,,"2B201a1",,,,,,,8000
12118,03/20/2012,"Korea, Republik","1C351d11",,,,,,,,,,336
12118,03/20/2012,"Korea, Republik","1C351d11",,,,,,,,,,336
12119,03/20/2012,"Indonesien",,,,,"3A002g2",,,,,,43481
12120,03/20/2012,"Großbritannien (Vereinigtes Königreich)","1C351d11",,,,,,,,,,1022
12121,03/20/2012,"Großbritannien (Vereinigtes Königreich)","1C351d11",,,,,,,,,,255
12121,03/20/2012,"Großbritannien (Vereinigtes Königreich)","1C351d11",,,,,,,,,,255
12122,03/20/2012,"Indonesien",,,,,"3A002g2",,,,,,43481
12123,03/20/2012,"Großbritannien (Vereinigtes Königreich)","1C351d11",,,,,,,,,,255
12123,03/20/2012,"Großbritannien (Vereinigtes Königreich)","1C351d11",,,,,,,,,,255
12124,03/20/2012,"China",,,,"2B201b1","2B001c1",,,,,,528365
12125,03/20/2012,"Indonesien","2B350.i4",,,,,,,,,,8455
12126,03/20/2012,"China",,,,"2B201b1",,,,,,,403424
12001,03/21/2012,"Deutschland",,,,"1C235",,,,,,,1395
12001,03/21/2012,"Deutschland",,,,"1B231.b2",,,,,,,500
12127,03/21/2012,"Vereinigte Arabische Emirate",,,,,,"3a",,,,,2550
12128,03/21/2012,"Frankreich",,,,,,,5.1,,,,695
12129,03/21/2012,"China",,,,"2B201a1","2B001b2",,,,,,302859
12130,03/21/2012,"China",,,,"2B201a1","2B001b2",,,,,,302859
12131,03/21/2012,"China",,,,,"5A002a1a",,,,,,20000
12132,03/21/2012,"Bangladesch",,,,,"5A002a1a",,,,,,48000
12134,03/21/2012,"Singapur",,,,,"5A002a1a",,,,,,38400
12135,03/21/2012,"Taiwan, Provinz von China",,,,,"7B003a",,,,,,174000
12135,03/21/2012,"Taiwan, Provinz von China",,,,,"7B003a",,,,,,120300
12136,03/21/2012,"Vereinigte Arabische Emirate",,,,,,11,,,,,521780
12137,03/21/2012,"Chile",,,,,"6A003b4",,,,,,6700
12138,03/21/2012,"Demokratische Republik Kongo",,,,,,"4b",,,,,8870
12152,03/21/2012,"Pakistan (CA)",,,,,,,,,,,600000
12153,03/21/2012,"Indien (CA)",,,,,,,,,,,40000000
10263,03/22/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,1790
12140,03/22/2012,"Singapur",,,,,"6A002.c1",,,,,,826874
12141,03/22/2012,"China",,,,"2B201b1",,,,,,,699000
12142,03/22/2012,"China",,,,"2B201b1",,,,,,,798000
12143,03/22/2012,"China",,,,"2B201a1","2B001b2",,,,,,178500
12144,03/22/2012,"Taiwan, Provinz von China","2B350g2",,,,,,,,,,4000
12145,03/22/2012,"Taiwan, Provinz von China","2B350.g2",,,,,,,,,,35000
12146,03/22/2012,"Russische Föderation",,,,,,,,,,"2B10",2970
12147,03/22/2012,"Schweiz",,,,,,,5.1,,,,950
12148,03/22/2012,"China",,,,"2B201b","2B001c",,,,,,344622
12149,03/22/2012,"Indien",,,,"2D202","2D002",,,,,,9819
12150,03/22/2012,"Kolumbien",,,,,,,5.1,,,,21800
12151,03/22/2012,"Singapur",,,,"2B201b1",,,,,,,225290
12154,03/23/2012,"China",,,,"2B201a1",,,,,,,311142
12155,03/23/2012,"Russische Föderation",,"2B120",,,"7B003a",,,,,,455086
12157,03/23/2012,"Hong Kong",,,,,"3A001a2c",,,,,,99000
12158,03/23/2012,"China",,,,"2B201a1",,,,,,,155571
12159,03/23/2012,"Singapur",,,,,"5A002a1a",,,,,,16000
12160,03/23/2012,"Russische Föderation",,,,"2B201a","2B001b",,,,,,240730
12161,03/23/2012,"Hong Kong",,,,,"3A001a2c",,,,,,495000
12162,03/23/2012,"Frankreich",,,"0B001b14",,,,,,,,40000
12163,03/23/2012,"China",,,,,"5D002c1",,,,,,54430
12166,03/26/2012,"Indien",,,,,"5D002c1",,,,,,12334
12168,03/26/2012,"Indien",,,,,,,5.1,,,,1900
12133,03/27/2012,"Kanada",,,,,,"3a",,,,,285
12156,03/27/2012,"Taiwan, Provinz von China",,"2B120",,,"7B003a",,,,,,375000
12165,03/27/2012,"China",,,,,500,,,,,,10000
12167,03/27/2012,"China",,,,,"3A001a2c",,,,,,641200
12169,03/27/2012,"Indien",,,,,,,5.1,,,,1900
12170,03/27/2012,"Vereinigte Staaten",,,"0B001b14",,,,,,,,15000
12171,03/27/2012,"Belarus",,,,"2B001a","2B001a",,,,,,69130
12172,03/27/2012,"Indien",,,,,,,5.1,,,,1900
12173,03/27/2012,"Indien",,,,,,,5.1,,,,1900
12174,03/27/2012,"Indien",,,,,,,5.1,,,,1900
12175,03/27/2012,"Litauen",,,,,,,5.1,,,,13000
12176,03/27/2012,"Indien",,,,,,,5.1,,,,1900
12177,03/27/2012,"Indien",,,,,,,5.1,,,,1900
12178,03/27/2012,"Indien",,,,,,,5.1,,,,1900
12179,03/27/2012,"China",,,,,"5D002c1",,,,,,30353
12180,03/27/2012,"China",,,,,"5D002c1",,,,,,30353
12181,03/27/2012,"Hong Kong",,,,,"3A001a2c",,,,,,28400
12182,03/27/2012,"China",,,,,"3A001a2c",,,,,,64800
12183,03/27/2012,"Russische Föderation",,,,"2B001a","2B001a",,,,,,95478
12185,03/27/2012,"Russische Föderation",,,,,"2B001a",,,,,,149515
12186,03/27/2012,"Russische Föderation",,,,"2B001a","2B001a",,,,,,263405
12187,03/27/2012,"Russische Föderation",,,,"2B201a",,,,,,,140177
12189,03/27/2012,"Marokko",,,,,"3A001g2",,,,,,41381
12190,03/27/2012,"Marokko",,,,,"3A001g2",,,,,,41381
12191,03/27/2012,"Malaysia",,,,,"6A002a3f",,,,,,16400
12191,03/27/2012,"Malaysia",,,,,,"5b",,,,,32967
12191,03/27/2012,"Malaysia",,,,,"6A002c1",,,,,,73565
12000,03/28/2012,"China",,,,,"6A005a6b2",,,,,,169371
12164,03/28/2012,"Libanon",,,,,"5A001f",,,,,,287000
12192,03/28/2012,"Südafrika",,,,,"6A005a6b2",,,,,,162000
12193,03/28/2012,"Israel",,,,,"6A005a6b2",,,,,,169371
12194,03/28/2012,"Andorra",,,,,,"3a",,,,,340
12195,03/28/2012,"Brasilien",,,,"2B201a1","2B001b2",,,,,,225513
12196,03/28/2012,"Brasilien",,,,"2B201a1",,,,,,,244309
12197,03/28/2012,"China",,,,"2B201a1","2B001b2",,,,,,215283
12019,03/29/2012,"Saudi-Arabien",,,,,,14,,,,,9372520
12139,03/29/2012,"Slowenien",,,,,,,,5.2,,,31517
12198,03/29/2012,"Slowenien",,,,,,"10g",,,,,66946
12199,03/29/2012,"Hong Kong",,,,,"3A001a2c",,,,,,733500
12200,03/29/2012,"Hong Kong",,,,,"3A001a2c",,,,,,832500
12201,03/29/2012,"Hong Kong",,,,,"3A001a2c",,,,,,73800
12202,03/29/2012,"Taiwan, Provinz von China",,,,,"2D002",,,,,,28232
12204,03/29/2012,"Russische Föderation",,,,"1B231a",,,,,,,449457
12205,03/29/2012,"Estland",,,,,"6A002c1",,,,,,7299
12205,03/29/2012,"Estland",,,,,"6A002c1",,,,,,6651
12205,03/29/2012,"Estland",,,,,"6A002c1",,,,,,7611
12205,03/29/2012,"Estland",,,,,"6A002a3f",,,,,,7300
12207,03/30/2012,"Russische Föderation",,,,"2B201a",,,,,,,166133
12208,03/30/2012,"China",,,,"2B201b1",,,,,,,443000
12209,03/30/2012,"China",,,,,"3A001a2c",,,,,,19500
12210,03/30/2012,"China",,,,"2B201b1",,,,,,,387000
12211,03/30/2012,"Israel",,,,,"3A001a10c",,,,,,76234
12212,03/30/2012,"Israel",,,,,"3A001a10c",,,,,,64800
12213,03/30/2012,"Litauen",,,,"1C231",,,,,,,1300
12214,03/30/2012,"Kroatien (Hrvatska)",,,,,"2B001a",,,,,,714625
12214,03/30/2012,"Kroatien (Hrvatska)",,,,,"2B001a",,,,,,266750
12215,03/30/2012,"Belarus",,,,,"4A003a",,,,,,13667
12216,04/02/2012,"Indien",,,,"2B001a","2B001a",,,,,,259974
12217,04/02/2012,"Niederlande",,,"0B001b14",,,,,,,,25000
12218,04/02/2012,"Deutschland",,,,,,,5.1,,,,2000
12219,04/02/2012,"Frankreich",,,,,,"10c2",,,,,1870
12220,04/02/2012,"Südafrika","2B350g2",,,,,,,,,,13987
12221,04/02/2012,"Malta",,,,,"7B003a",,,,,,27825
12222,04/02/2012,"Kuwait",,,,,,11,,,,,1742020
12223,04/03/2012,"Frankreich",,,,,,,5.1,,,,242
12224,04/03/2012,"Russische Föderation",,,,"2B201b1",,,,,,,330669
12225,04/03/2012,"Brasilien","2B350g2",,,,,,,,,,2292
12225,04/03/2012,"Brasilien","2B350g2",,,,,,,,,,8974
12226,04/03/2012,"Taiwan, Provinz von China",,,,,"5A002a1a",,,,,,56000
12227,04/03/2012,"Usbekistan","2B350g3",,,,,,,,,,3345
12228,04/03/2012,"Hong Kong",,,,,"3A001a2c",,,,,,19500
12229,04/03/2012,"Brasilien","2B350g2",,,,,,,,,,9575
12230,04/03/2012,"Israel",,,,,,"4b",,,,,9230
12231,04/03/2012,"China",,,,"2B201a1",,,,,,,174906
12232,04/03/2012,"Brasilien",,,,"2B201a",,,,,,,152676
12233,04/03/2012,"Brasilien",,,,"2B201a",,,,,,,152676
12234,04/03/2012,"Brasilien",,,,"2B201a1",,,,,,,190264
12236,04/03/2012,"Taiwan, Provinz von China",,,,"2B201b1",,,,,,,685000
12237,04/03/2012,"Taiwan, Provinz von China",,,,"2B201b1",,,,,,,685000
12238,04/04/2012,"Belarus",,,,,"2B001a",,,,,,871655
12239,04/04/2012,"Taiwan, Provinz von China","2B350b3",,,,,,,,,,5640
12240,04/04/2012,"Singapur",,,,"1C231",,,,,,,4000
12242,04/05/2012,"Taiwan, Provinz von China",,,,"2B201b",,,,,,,190000
12243,04/05/2012,"Thailand",,,,"2B201b",,,,,,,295000
12244,04/05/2012,"Russische Föderation",,,,,"3A001h",,,,,,208690
12245,04/05/2012,"Thailand",,,,"2B001.b2",,,,,,,270000
12247,04/10/2012,"Niederlande",,,"0B001b14",,,,,,,,6000
12248,04/10/2012,"China",,,,,"3A001a2c",,,,,,641200
12249,04/10/2012,"Ungarn",,,,"2B201b",,,,,,,198000
12250,04/10/2012,"Brasilien",,,,,"5A002a1a",,,,,,816000
12251,04/10/2012,"Mexiko",,"7A103a",,,,,,,,,151596
12252,04/10/2012,"Oman",,,,,"4A003a",,,,,,25000
12253,04/10/2012,"Mexiko",,,,,"6A002a3f",,,,,,6204
12253,04/10/2012,"Mexiko",,,,,"6A002c1",,,,,,7225
12253,04/10/2012,"Mexiko",,,,,"6A002c1",,,,,,23200
12253,04/10/2012,"Mexiko",,,,,"6A002c1",,,,,,19592
12254,04/10/2012,"Israel",,,,"2B201b1",,,,,,,182000
12203,04/11/2012,"Südafrika",,,,,,"1a",,,,,4945
12255,04/11/2012,"Vereinigte Staaten",,,,"1B231a",,,,,,,1450
12255,04/11/2012,"Vereinigte Staaten",,,,"1C235",,,,,,,3650
12255,04/11/2012,"Vereinigte Staaten",,,,"1B231b2",,,,,,,3200
12256,04/11/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,20274
12256,04/11/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,2781
12257,04/11/2012,"Brasilien",,,,,,,5.1,,,,682
12259,04/11/2012,"Singapur",,,,,,"10c2",,,,,148340
12260,04/11/2012,"Russische Föderation",,,,,,"10c2",,,,,5220195
12261,04/12/2012,"Slowakei, Slowakische Republik",,,,,"6A002c1",,,,,,47230
12261,04/12/2012,"Slowakei, Slowakische Republik",,,,,"6A002c1",,,,,,96323
12262,04/12/2012,"Schweden",,,,,,"4c",,,,,16900
12263,04/12/2012,"China",,,,,"6A005a6b2",,,,,,500413
12264,04/12/2012,"Russische Föderation",,,,,"6A005a6b2",,,,,,559964
12265,04/12/2012,"Taiwan, Provinz von China",,,,,"5A002a1a",,,,,,16000
12266,04/12/2012,"Vereinigte Arabische Emirate",,,,,,"1a",,,,,44365
12267,04/12/2012,"China",,,,"2B201a1",,,,,,,182795
12268,04/12/2012,"China",,,,"2B201a1",,,,,,,346888
12269,04/12/2012,"China",,,,"2B201a1",,,,,,,200648
12270,04/12/2012,"China",,,,"2B201a1",,,,,,,265781
12271,04/12/2012,"China",,,,"2B201b1",,,,,,,520000
12272,04/12/2012,"China",,,,,"5D001",,,,,,83248
12272,04/12/2012,"China",,,,,"5D001",,,,,,1
12273,04/12/2012,"Taiwan, Provinz von China",,,,,"2B001a",,,,,,1850000
12274,04/13/2012,"Indonesien",,,,,"6A005a6b2",,,,,,522080
12275,04/13/2012,"Taiwan, Provinz von China",,,,,"2D002",,,,,,4554
12276,04/13/2012,"Taiwan, Provinz von China",,,,,"2D002",,,,,,2002
12277,04/13/2012,"Indonesien",,,,,"5A002a1a",,,,,,8000
12278,04/13/2012,"Thailand","2B350g2",,,,,,,,,,32335
12279,04/13/2012,"China","2B350g2",,,,,,,,,,87580
12280,04/13/2012,"Thailand","2B350g2",,,,,,,,,,3941
12281,04/13/2012,"Slowenien",,,,,,"15d",,,,,60000
12282,04/13/2012,"Rumänien",,,,,"6A002.c1",,,,,,11370
12283,04/13/2012,"China",,,,,"4E001a",,,,,,2000
12284,04/13/2012,"Indien",,,,,"4E001a",,,,,,2000
12285,04/13/2012,"Taiwan, Provinz von China",,,,,"4E001a",,,,,,2000
12286,04/13/2012,"Indien",,,,,"4E001a",,,,,,2000
12287,04/16/2012,"Deutschland",,,"0B002g",,,,,,,,13950
12288,04/16/2012,"Indonesien",,,,"2B201a1","2B001b2",,,,,,365831
12289,04/16/2012,"Vereinigte Staaten",,,"0B001b14",,,,,,,,20000
12290,04/16/2012,"Serbien",,,,"2B201a",,,,,,,6000
12291,04/16/2012,"Belarus",,,,,,"1a",,,,,14485
12292,04/16/2012,"Pakistan",,,,,"5A002a1a",,,,,,5200
12293,04/16/2012,"Russische Föderation",,,,"2B201b1",,,,,,,724535
12294,04/16/2012,"China",,,,"2B201b1",,,,,,,493100
12295,04/16/2012,"China",,,,"2B201b1",,,,,,,660000
12296,04/16/2012,"Taiwan, Provinz von China",,,,"2B201b1",,,,,,,130000
12297,04/16/2012,"Pakistan",,,,,"5A002a1a",,,,,,11475
12258,04/17/2012,"Russische Föderation",,,,"2B201a",,,,,,,60000
12298,04/17/2012,"Aserbaidschan",,,,,"4A001a1",,,,,,37500
12299,04/17/2012,"Turkmenistan","2B350g3",,,,,,,,,,3345
12300,04/17/2012,"Indonesien",,,,,"3A001a2c",,,,,,553000
12301,04/17/2012,"Hong Kong",,,,,"3A001a2c",,,,,,39500
12302,04/17/2012,"Slowenien",,,,,"2B001a",,,,,,247024
12303,04/17/2012,"Russische Föderation",,,,"2B201b",,,,,,,318400
12304,04/17/2012,"Kroatien (Hrvatska)",,,,,"2B001a",,,,,,368500
12305,04/17/2012,"Brasilien",,,,,"5A002a1a",,,,,,480000
12306,04/17/2012,"Brasilien",,,,,"5A002a1a",,,,,,240000
12307,04/17/2012,"Russische Föderation",,,,,"2B120",,,,,,881600
12308,04/17/2012,"Serbien",,,,"2B201a","2B001b",,,,,,21600
12309,04/17/2012,"Rumänien",,,,"2B201b1",,,,,,,522847
12310,04/18/2012,"Andorra",,,,,,,5.1,,,,3500
12310,04/18/2012,"Andorra",,,,,,,5.1,,,,2000
12311,04/18/2012,"Südafrika","2B350g2",,,,,,,,,,19728
12312,04/18/2012,"China",,,,,"2B005d1",,,,,,2119390
12314,04/18/2012,"Indonesien",,,,,"5A001f",,,,,,2850
12206,04/19/2012,"Georgien",,,,,"6A002a3f",,,,,,8092
12235,04/19/2012,"Georgien",,,,,"6A002a3f",,,,,,614445
12315,04/19/2012,"Indien",,,,,"2B001.a",,,,,,850000
12316,04/19/2012,"Indien",,,,"2B201a","2B001b",,,,,,300000
12313,04/20/2012,"Indien",,,,,"2B001a",,,,,,800000
12317,04/20/2012,"Indien",,,,,,,5.1,,,,2745
12318,04/20/2012,"Brasilien",,,,,,,5.1,,,,1032
12319,04/20/2012,"Israel",,,,,"3A001a10c",,,,,,8185
12320,04/20/2012,"China",,,,,"2B001d",,,,,,196810
12321,04/23/2012,"Deutschland",,,,"1C235",,,,,,,3300
12321,04/23/2012,"Deutschland",,,,"1B231.b",,,,,,,500
12322,04/23/2012,"Hong Kong",,,,,"3A001a2c",,,,,,269800
12323,04/23/2012,"China",,,,"2B201a1",,,,,,,317136
12324,04/23/2012,"China",,,,"2B201a1",,,,,,,5321250
12325,04/23/2012,"Russische Föderation",,,,"2B001a","2B001a",,,,,,266299
12326,04/24/2012,"Brasilien","2B350g2",,,,,,,,,,1232
12326,04/24/2012,"Brasilien","2B350g2",,,,,,,,,,1186
12327,04/24/2012,"Hong Kong",,,,,"3A001a2c",,,,,,19100
12328,04/24/2012,"Indien","2B350g2",,,,,,,,,,4220
12329,04/24/2012,"Jordanien","2B350g2",,,,,,,,,,34807
12330,04/24/2012,"Indonesien",,,,"1C235",,,,,,,7600
12331,04/24/2012,"Mongolei",,,,,"5A001f",,,,,,715000
12334,04/25/2012,"China",,"7A103a",,,,,,,,,151596
12335,04/25/2012,"China",,,,"2B201a1",,,,,,,363272
12336,04/25/2012,"Hong Kong",,,,,"3A001a5a1",,,,,,439200
12337,04/25/2012,"Saudi-Arabien",,,,,"6A002c1",,,,,,11370
12339,04/26/2012,"China",,"7A103a",,,,,,,,,151596
12340,04/26/2012,"Eritrea",,"7A103a",,,,,,,,,151596
12341,04/26/2012,"Indien",,,,,"3A001g2",,,,,,78000
12341,04/26/2012,"Indien",,,,,"3A001g2",,,,,,133488
12342,04/26/2012,"Russische Föderation",,,,,"7B003a",,,,,,63764
12343,04/26/2012,"Indonesien",,,,,"5A001f",,,,,,5000
12332,04/27/2012,"Saudi-Arabien",,,,,,10,,,,,1000000000
12345,04/27/2012,"Russische Föderation",,,,"2B201b1",,,,,,,228000
12346,04/27/2012,"China",,,,,"3A001a2c",,,,,,77850
12347,04/27/2012,"Südafrika","2B350g2",,,,,,,,,,5032
12347,04/27/2012,"Südafrika","2B350.g2",,,,,,,,,,10507
12347,04/27/2012,"Südafrika","2B350g2",,,,,,,,,,2940
12348,04/27/2012,"Südafrika","2B350g2",,,,,,,,,,24128
12348,04/27/2012,"Südafrika","2B350g2",,,,,,,,,,17690
12349,04/27/2012,"Taiwan, Provinz von China","2B350g2",,,,,,,,,,8210
12350,04/27/2012,"China",,,,"2B201a1",,,,,,,175231
12351,04/27/2012,"China",,,,"2B201a1",,,,,,,175231
12352,04/27/2012,"China",,,,"2B201a1",,,,,,,175231
12353,04/27/2012,"China",,,,"2B201a1",,,,,,,175231
12344,04/30/2012,"Vereinigte Staaten",,,"0B005",,,,,,,,1904456
12354,04/30/2012,"Russische Föderation",,,,,,"1a",,,,,21600
12355,04/30/2012,"Chile",,,,,"5A002a1a",,,,,,107973
12356,04/30/2012,"Schweden",,,,,,"4c",,,,,18050
12357,04/30/2012,"Russische Föderation",,,,"2B231",,,,,,,90266
12358,04/30/2012,"Mexiko",,,,,"5A001f",,,,,,1000
12359,04/30/2012,"Myanmar (Birma)",,,,,,,5.1,,,,5800
12360,04/30/2012,"Estland",,,,,"6A002c1",,,,,,7611
12360,04/30/2012,"Estland",,,,,"6A002a3f",,,,,,8093
12361,04/30/2012,"Brasilien",,,,"2B201b",,,,,,,362500
12362,05/01/2012,"Malaysia",,,,"2B201b1","2B001c",,,,,,454000
12363,05/01/2012,"Russische Föderation",,,,"2B201a","2B001b2",,,,,,365970
12364,05/01/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,503360
12365,05/01/2012,"Deutschland","1C351d11",,,,,,,,,,43
12366,05/01/2012,"Großbritannien (Vereinigtes Königreich)","1C351d11",,,,,,,,,,129
12367,05/01/2012,"Korea, Republik","1C351d15",,,,,,,,,,1
12368,05/01/2012,"Korea, Republik","1C351d11",,,,,,,,,,329
12368,05/01/2012,"Korea, Republik","1C351d11",,,,,,,,,,329
12369,05/01/2012,"Hong Kong",,,,,"3A001a2c",,,,,,774000
12371,05/01/2012,"Russische Föderation",,,,"2B001a","2B001a",,,,,,100062
12372,05/02/2012,"Serbien",,,,,"2B001b3",,,,,,5280
12373,05/03/2012,"China",,,,,"3A001a2c",,,,,,645300
12374,05/03/2012,"Russische Föderation",,,,,"2B001a",,,,,,81000
12375,05/03/2012,"Peru",,,,,,"1a",,,,,105000
12377,05/03/2012,"Chile",,,,,"6A005a6b2",,,,,,55176
12378,05/03/2012,"Malaysia",,,,,"2B001a",,,,,,700300
12379,05/03/2012,"China",,,,,"5D002c1",,,,,,78508
12380,05/03/2012,"China",,,,,"5D002c1",,,,,,8488
12376,05/04/2012,"Brasilien",,,,,,"1a",,,,,48000
12381,05/04/2012,"Russische Föderation",,,,"2B001a",,,,,,,150000
12382,05/04/2012,"Russische Föderation",,,,"2B201b1",,,,,,,211460
12383,05/04/2012,"China",,,,"1C233",,,,,,,19000
12384,05/04/2012,"Russische Föderation",,,,"2B201a1",,,,,,,502905
12385,05/04/2012,"Singapur",,,,"1C231",,,,,,,4000
12386,05/04/2012,"Slowakei, Slowakische Republik",,,,"2B201a1","2B001b1",,,,,,174200
12388,05/04/2012,"Israel",,,,,,"1d",,,,,12000
12389,05/04/2012,"Pakistan","2B350g2",,,,,,,,,,1250
12390,05/04/2012,"Saudi-Arabien",,,,"6A203.b3",,,,,,,500000
12370,05/07/2012,"China",,,,,"7B003a",,,,,,105061
12391,05/07/2012,"Philippinen",,,,,,"7f1",,,,,60278
12392,05/07/2012,"Singapur",,,,"1C231",,,,,,,2000
12393,05/07/2012,"Hong Kong",,,,,"3A001a5a1",,,,,,126000
12394,05/07/2012,"China",,,,"2B001b1",,,,,,,263000
12395,05/07/2012,"China",,,,"2B201b1",,,,,,,466000
12396,05/07/2012,"China",,,,"2B001b1",,,,,,,486000
12397,05/07/2012,"Indien","2B352.b",,,,,,,,,,445000
12398,05/07/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,768243
12399,05/07/2012,"China",,,,"2B201a1","2B001b2",,,,,,518090
12400,05/07/2012,"Indien",,,,,"5D002c1",,,,,,12334
12401,05/07/2012,"Chile",,,,,"5A002a1a",,,,,,462590
12402,05/07/2012,"Russische Föderation",,,,"2B001a","2B001a",,,,,,142384
12403,05/07/2012,"Russische Föderation",,,,"2B201a",,,,,,,64740
12404,05/07/2012,"China",,,,,"6A005a6b2",,,,,,355000
12405,05/07/2012,"China",,,,,"2B001a",,,,,,4160000
12405,05/07/2012,"China",,,,,"2B001a",,,,,,1
12406,05/07/2012,"China",,,,,"2B001a",,,,,,960000
12407,05/07/2012,"Russische Föderation",,,,,"2B001a",,,,,,135000
12408,05/07/2012,"Russische Föderation",,,,,"2B001a",,,,,,205000
12414,05/07/2012,"Brasilien",,,,"2B201a1","2B001b2",,,,,,228097
12409,05/08/2012,"Libanon",,,,,"5A001f",,,,,,74000
12410,05/08/2012,"Indien",,,,,"5A002a1a",,,,,,48000
12411,05/08/2012,"China",,,,"2B201a","2B001b",,,,,,1938000
12412,05/08/2012,"China",,,,"2B001a1","2B001b2",,,,,,2280000
12413,05/08/2012,"Brasilien",,,,"2B201a1","2B001b2",,,,,,228097
12415,05/08/2012,"Russische Föderation",,,,"2B001a","2B001a",,,,,,372125
12416,05/08/2012,"Russische Föderation",,,,"2B201a",,,,,,,81000
12417,05/08/2012,"Russische Föderation",,,,"2B201b","2B001c",,,,,,273754
12418,05/08/2012,"Indien","2B350d5",,,,,,,,,,34913
12419,05/08/2012,"Peru",,,,,"6A002c1",,,,,,5489
12419,05/08/2012,"Peru",,,,,"6A002c1",,,,,,18440
12420,05/09/2012,"Taiwan, Provinz von China",,,,,"5A002a1a",,,,,,56000
12421,05/09/2012,"Hong Kong",,,,,"3A001a2c",,,,,,37300
12422,05/09/2012,"Hong Kong",,,,,"3A001a2c",,,,,,539100
12423,05/09/2012,"Hong Kong",,,,,"3A001a5a3",,,,,,39600
12424,05/09/2012,"Peru",,,,,,,5.1,,,,1085
12426,05/09/2012,"Kanada",,,,,,,5.1,,,,1000
12426,05/09/2012,"Kanada",,,,,,,5.1,,,,1000
12427,05/09/2012,"China",,,,"2B201a1",,,,,,,5321250
12387,05/10/2012,"Thailand",,,,,"6A002a2a",,,,,,780890
12425,05/10/2012,"China",,,,"2B231",,,,,,,101530
12428,05/10/2012,"Kroatien (Hrvatska)",,,,,,"10g",,,,,26227
12429,05/10/2012,"Indien",,,,,,"1a",,,,,2416
12429,05/10/2012,"Indien",,,,,,"1a",,,,,2830
12429,05/10/2012,"Indien",,,,,,"1a",,,,,2416
12429,05/10/2012,"Indien",,,,,,"1a",,,,,3950
12431,05/10/2012,"Brasilien",,,,,,14,,,,,59524
12432,05/10/2012,"China","2B350d5",,,,,,,,,,252771
12433,05/10/2012,"Schweden",,,,,,"4c",,,,,36506
12430,05/11/2012,"Madagaskar",,,,,,,5.1,,,,350
12434,05/11/2012,"Jordanien","2B350i7",,,,,,,,,,61840
12435,05/11/2012,"Jordanien","2B350i7",,,,,,,,,,13472
12436,05/11/2012,"Thailand","2B352b",,,,,,,,,,658000
12437,05/11/2012,"Großbritannien (Vereinigtes Königreich)",,,,,"3A001a10c",,,,,,65008
12438,05/11/2012,"Thailand","2B352b",,,,,,,,,,132000
12439,05/11/2012,"Chile",,,,,"6A002c1",,,,,,755957
12439,05/11/2012,"Chile",,,,,,"15d",,,,,400901
12440,05/11/2012,"Israel","2B350c3",,,,,,,,,,26000
12440,05/11/2012,"Israel","2B350g3",,,,,,,,,,9773
12440,05/11/2012,"Israel","2B350d3",,,,,,,,,,35030
12441,05/11/2012,"Argentinien","2B352b",,,,,,,,,,645000
12443,05/11/2012,"Slowenien",,,,,,,,5.2,,,33000
12443,05/11/2012,"Slowenien",,,,,,,,5.2,,,9000
12444,05/11/2012,"Peru",,,,,,,,5.2,,,800000
12445,05/11/2012,"Saudi-Arabien",,,,,,,,5.2,,,750000
12446,05/11/2012,"Taiwan, Provinz von China",,,,,"2B001a",,,,,,1900000
12447,05/14/2012,"China",,,,"2B201b1",,,,,,,460000
12448,05/14/2012,"Deutschland","2B352b",,,,,,,,,,130000
